brand,model,source_type,url,source_domain,url_host,country,language,research_confidence,research_rank,source_validation,extraction_status,extraction_confidence,notes,official_domain_match,http_status,final_url,content_hash,content_type,fetched_at
Polestar,2,manufacturer_model_page,https://www.polestar.com/se/polestar-2/,polestar.com,polestar.com,SE,sv,high,30,reachable_official_model_source,queued,,Verified pattern via Polestar 4.,True,200,https://www.polestar.com/se/polestar-2/,830456fab74c6beb2b79653d5c94a3fb02678cf7e9bc6f141c6bbf5546d87b54,text/html,2026-05-15T17:51:11.586596+00:00
Polestar,2,manufacturer_configurator,https://www.polestar.com/se/polestar-2/order/,polestar.com,polestar.com,SE,sv,high,30,unreachable_or_redirect_problem,blocked,,Verified pattern via Polestar 4.,True,404,,,,
Volvo,ES90,manufacturer_specs_page,https://www.volvocars.com/se/cars/es90-electric/specifications/,volvocars.com,volvocars.com,SE,sv,high,31,unreachable_or_redirect_problem,blocked,,Verified via Google. Volvo's first 800V model.,True,403,,,,
Volvo,ES90,manufacturer_model_page,https://www.volvocars.com/se/cars/es90-electric/,volvocars.com,volvocars.com,SE,sv,high,31,unreachable_or_redirect_problem,blocked,,Verified via Google. Volvo's first 800V model.,True,403,,,,
Volvo,ES90,manufacturer_configurator,https://www.volvocars.com/se/build/es90-electric/,volvocars.com,volvocars.com,SE,sv,high,31,unreachable_or_redirect_problem,blocked,,Verified via Google. Volvo's first 800V model.,True,403,,,,
Mazda,6e,manufacturer_specs_page,https://www.mazda.se/modeller/mazda-6e/specifikationer-och-jamforelser/,mazda.se,mazda.se,SE,sv,high,32,reachable_official_model_source,queued,,Verified. Mazda has dedicated specifications/comparison page and configurator with body code.,True,200,https://www.mazda.se/modeller/mazda-6e/specifikationer-och-jamforelser/,9d6e18d3cf2255f9baa57f29ebaa95cf1e55e3115451aa739d441b9bc727e5d4,text/html; charset=utf-8,2026-05-15T17:51:14.178849+00:00
Mazda,6e,manufacturer_model_page,https://www.mazda.se/modeller/mazda-6e/,mazda.se,mazda.se,SE,sv,high,32,reachable_official_model_source,queued,,Verified. Mazda has dedicated specifications/comparison page and configurator with body code.,True,200,https://www.mazda.se/modeller/mazda-6e/,89b0877080811bee158ed37937ea2fb9424da1802cb34943f477f01635041571,text/html; charset=utf-8,2026-05-15T17:51:15.696005+00:00
Mazda,6e,manufacturer_configurator,https://www.mazda.se/bygg-din-mazda/MAZDA_6e/5HB/,mazda.se,mazda.se,SE,sv,high,32,reachable_official_model_source,queued,,Verified. Mazda has dedicated specifications/comparison page and configurator with body code.,True,200,https://www.mazda.se/bygg-din-mazda/MAZDA_6e/5HB/,fea664dc66a9c011e5b5079f9b5b16b71bd5269f8dad8bd323e91343433851f0,text/html; charset=utf-8,2026-05-15T17:51:17.705238+00:00
Skoda,Elroq,manufacturer_price_list,https://www.skoda.se/_doc/{uuid},skoda.se,skoda.se,SE,sv,medium,33,unreachable_or_redirect_problem,blocked,,Pattern inferred from Enyaq. Price list is rotating UUID PDF — needs discovery script.,True,404,,,,
Skoda,Elroq,manufacturer_model_page,https://www.skoda.se/modeller/elroq/,skoda.se,skoda.se,SE,sv,medium,33,reachable_official_model_source,queued,,Pattern inferred from Enyaq. Price list is rotating UUID PDF — needs discovery script.,True,200,https://www.skoda.se/modeller/elroq/elroq,d27eb952d4264fd9baa394a381985b1b7439a81122a37329a2c40665e0afd337,text/html; charset=utf-8,2026-05-15T17:51:18.666686+00:00
Skoda,Elroq,manufacturer_configurator,https://clg.skoda-auto.com,skoda.se,clg.skoda-auto.com,SE,sv,medium,33,unreachable_or_redirect_problem,blocked,,Pattern inferred from Enyaq. Price list is rotating UUID PDF — needs discovery script.,False,403,,,,
Volkswagen,ID. Buzz,manufacturer_model_page,https://www.volkswagen.se/sv/modeller/id-buzz.html,volkswagen.se,volkswagen.se,SE,sv,medium,35,unreachable_or_redirect_problem,blocked,,VW Buzz uses /modeller/ pattern (not /elbilar/vara-elbilar/) — inconsistent with sedan IDs.,True,404,,,,
Volkswagen,ID. Buzz,manufacturer_configurator,https://www.volkswagen.se/sv/modeller/id-buzz/konfigurator.html,volkswagen.se,volkswagen.se,SE,sv,medium,35,unreachable_or_redirect_problem,blocked,,VW Buzz uses /modeller/ pattern (not /elbilar/vara-elbilar/) — inconsistent with sedan IDs.,True,404,,,,
Volvo,EX90,manufacturer_specs_page,https://www.volvocars.com/se/cars/ex90-electric/specifications/,volvocars.com,volvocars.com,SE,sv,high,36,unreachable_or_redirect_problem,blocked,,Verified.,True,403,,,,
Volvo,EX90,manufacturer_model_page,https://www.volvocars.com/se/cars/ex90-electric/,volvocars.com,volvocars.com,SE,sv,high,36,unreachable_or_redirect_problem,blocked,,Verified.,True,403,,,,
Volvo,EX90,manufacturer_configurator,https://www.volvocars.com/se/build/ex90-electric/,volvocars.com,volvocars.com,SE,sv,high,36,unreachable_or_redirect_problem,blocked,,Verified.,True,403,,,,
BMW,iX,manufacturer_specs_page,https://www.bmw.se/sv/alla-modeller/bmw-i/ix/tekniska-data.html,bmw.se,bmw.se,SE,sv,medium,37,needs_discovery,blocked,,Pattern inferred from i4. Older Klassisches model — may have different URL.,True,,,,,
BMW,iX,manufacturer_model_page,https://www.bmw.se/sv/alla-modeller/bmw-i/ix/bmw-ix.html,bmw.se,bmw.se,SE,sv,medium,37,needs_discovery,blocked,,Pattern inferred from i4. Older Klassisches model — may have different URL.,True,,,,,
BMW,iX,manufacturer_configurator,https://hitta.bmw.se/r/I20-iX,bmw.se,hitta.bmw.se,SE,sv,medium,37,reachable_official_model_source,queued,,Pattern inferred from i4. Older Klassisches model — may have different URL.,True,200,https://hitta.bmw.se/r/I20-iX,6c38adbb52de76671c2a9537fa85e828fac7afcb2b96b282d0c3cf7b50056e9e,text/html; charset=utf-8,2026-05-15T17:51:48.654726+00:00
MG,MG4,manufacturer_specs_page,https://www.mgmotor.eu/sv-SE/model/mg4/specifications,mgmotor.eu,mgmotor.eu,SE,sv,medium,38,unreachable_or_redirect_problem,blocked,,MG Sweden (mg.se) is a thin landing — actual product info on pan-EU mgmotor.eu/sv-SE. Hedin Mobility is Swedish importer.,True,404,,,,
MG,MG4,manufacturer_model_page,https://www.mgmotor.eu/sv-SE/model/mg4,mgmotor.eu,mgmotor.eu,SE,sv,medium,38,reachable_unapproved_domain,blocked,,MG Sweden (mg.se) is a thin landing — actual product info on pan-EU mgmotor.eu/sv-SE. Hedin Mobility is Swedish importer.,False,200,https://www.mgmotor.hu/model/mg4,360f759a29fe536362427c96477d6d7e90e3f2ab287543ae58e47d9bd3e40e73,text/html; charset=UTF-8,2026-05-15T17:51:50.410550+00:00
MG,MG4,manufacturer_configurator,https://www.mgmotor.eu/sv-SE/model/mg4/configurator,mgmotor.eu,mgmotor.eu,SE,sv,medium,38,unreachable_or_redirect_problem,blocked,,MG Sweden (mg.se) is a thin landing — actual product info on pan-EU mgmotor.eu/sv-SE. Hedin Mobility is Swedish importer.,True,404,,,,
Mercedes-Benz,EQE,manufacturer_specs_page,https://www.mercedes-benz.se/passengercars/models/saloon/eqe/specifications.html,mercedes-benz.se,mercedes-benz.se,SE,sv,high,39,needs_discovery,blocked,,Verified Sedan URL. EQE SUV has separate URL: /passengercars/models/suv/eqe/overview.html — split if needed.,True,,,,,
Mercedes-Benz,EQE,manufacturer_model_page,https://www.mercedes-benz.se/passengercars/models/saloon/eqe/overview.html,mercedes-benz.se,mercedes-benz.se,SE,sv,high,39,needs_discovery,blocked,,Verified Sedan URL. EQE SUV has separate URL: /passengercars/models/suv/eqe/overview.html — split if needed.,True,,,,,
Mercedes-Benz,EQE,manufacturer_configurator,https://www.mercedes-benz.se/passengercars/buy/new-car/configurator.html,mercedes-benz.se,mercedes-benz.se,SE,sv,high,39,needs_discovery,blocked,,Verified Sedan URL. EQE SUV has separate URL: /passengercars/models/suv/eqe/overview.html — split if needed.,True,,,,,
